file_name,startup_name,industry,business_model,founder_name,founder_linkedin,extraction_method
NutriTap Series A Pitch Deck.pdf,Nutritap,"Consumer-tech, RetailTech, Unmanned Retail","D2C, B2B",Priyank Tewari,,gemini
NutriTap-PitchDeck.pdf,Nutritap,RetailTech,B2B2C,Rajesh Kumar,,gemini
NutriTap-PitchDeck.pdf,Nutritap,RetailTech,B2B2C,Priyank Tewari,,gemini
Nuvae - Investor Deck -V8 (1).pdf,Nuvae,HealthTech,B2B,Manu M R,,gemini
Nuvae - Investor Deck -V8 (1).pdf,Nuvae,HealthTech,B2B,Sreekant Gotti,,gemini
NxtQube - Apr_25.pdf,NxtQube,Aerospace Technology,B2B,,,gemini
Octanom pitch deck final_W1.pdf,Octanom Tech,Wealth Tech,"B2C, B2B",Rahul Ghose,,gemini
Octanom pitch deck final_W1.pdf,Octanom Tech,Wealth Tech,"B2C, B2B",Shiv Kumar,,gemini
Octanom pitch deck final_W1.pdf,Octanom Tech,Wealth Tech,"B2C, B2B",Dr. Praveen D,,gemini
Octanom pitch deck final_W1.pdf,Octanom Tech,Wealth Tech,"B2C, B2B",Jay Mehta,,gemini
Octanom pitch deck final_W1.pdf,Octanom Tech,Wealth Tech,"B2C, B2B",Vijay Bhatt,,gemini
Octanom pitch deck final_W1.pdf,Octanom Tech,Wealth Tech,"B2C, B2B",Amit Dhiman,,gemini
OD_IM v1.pdf,OneDios,VAS Services Platform,B2B2C,Dr Nitin Chawla,,gemini
OD_IM v1.pdf,OneDios,VAS Services Platform,B2B2C,Praveen Bahl,,gemini
OD_IM v1.pdf,OneDios,VAS Services Platform,B2B2C,Avinav Sapra,,gemini
OD_IM v1.pdf,OneDios,VAS Services Platform,B2B2C,Vaibhav Girdhar,,gemini
OD_IM v1.pdf,OneDios,VAS Services Platform,B2B2C,Vinay Popli,,gemini
"Odo.life, 231224.pdf",Odo.life,Holistic Wellness Tech,Freemium,Bhuwan Arora,,gemini
Omji - Aug_25.pdf,Error - No Text,,,,,failed
Omspace_Pitch Deck (1).pdf,Omspace Rocket & Exploration,Space Technology,B2B,,,gemini
Omspace_Pitch Deck_1st April 2025.pdf,Omspace Rocket & Exploration,Aerospace,B2B,Giriraj Singh,,gemini
One Dollar Gaming Deck.pdf,One Dollar Gaming,Real Money Gaming,B2C,Nikhil Mandhani,,gemini
One Dollar Gaming Deck.pdf,One Dollar Gaming,Real Money Gaming,B2C,Aman Sathe,,gemini
OneKiraana Pitch Deck (3) (1) (1).pdf,OneKiraana,Retail Tech / E-commerce,B2B2C,,,gemini
OneStack Deck.pdf,OneStack,FinTech,B2B,Amit Kapoor,,gemini
OneStack Deck.pdf,OneStack,FinTech,B2B,Vishal Gupta,,gemini
ONI Investement 15  May 2025.pdf,ONI,HealthTech,B2C,Sunil Punjabi,,gemini
ONI Investement 15  May 2025.pdf,ONI,HealthTech,B2C,Shriram Krishnan,,gemini
ONI Investement 15  May 2025.pdf,ONI,HealthTech,B2C,Haresh Shahani,,gemini
ONI Investement 15  May 2025.pdf,ONI,HealthTech,B2C,Dr. Sanjay Gupte,,gemini
ONI Investement 15  May 2025.pdf,ONI,HealthTech,B2C,Dr. Smita Kankanala,,gemini
Onsite_SaaS_V3.pdf,ONSITE,Construction Tech,B2B,Akshansh Agarwal,https://linkedin.com/in/akshanshaggarwal,gemini
Onsite_SaaS_V3.pdf,ONSITE,Construction Tech,B2B,Dheeraj Anand,https://linkedin.com/in/dheerajanand,gemini
Onsite_SaaS_V3.pdf,ONSITE,Construction Tech,B2B,Sumit Garg,https://linkedin.com/in/sumitgarg,gemini
Open Secret - Deck.pdf,Open Secret,Health & Wellness Food & Beverage,B2C,AHANA GAUTAM,,gemini
Open Secret - Deck.pdf,Open Secret,Health & Wellness Food & Beverage,B2C,GAUTAM KUMRA,,gemini
Open Secret - Deck.pdf,Open Secret,Health & Wellness Food & Beverage,B2C,MILIND GUPTA,,gemini
Open Secret - Deck.pdf,Open Secret,Health & Wellness Food & Beverage,B2C,HARSH SABARI,,gemini
Open Secret - Deck.pdf,Open Secret,Health & Wellness Food & Beverage,B2C,NIKHIL SHARMA,,gemini
Open Secret - Deck.pdf,Open Secret,Health & Wellness Food & Beverage,B2C,ROHIT BANSAL,,gemini
Open Secret - Deck.pdf,Open Secret,Health & Wellness Food & Beverage,B2C,VIJAY SHEKHAR SHARMA,,gemini
Open Secret - Deck.pdf,Open Secret,Health & Wellness Food & Beverage,B2C,VIVEK GAMBHIR,,gemini
Open Secret - Memo.pdf,Open Secret,Healthy Food & Beverages,D2C,Ahana Gautam,,gemini
Open Secret - Memo.pdf,Open Secret,Healthy Food & Beverages,D2C,Udit Kejriwal,,gemini
OpenVani - PPT.pdf,OpenVani,"AI/ML, SaaS","B2B, B2C",Amit Shukla,,gemini
OpenVani - PPT.pdf,OpenVani,"AI/ML, SaaS","B2B, B2C",Saurabh Singh,,gemini
OpenVani - PPT.pdf,OpenVani,"AI/ML, SaaS","B2B, B2C",Shreyansh Singh,,gemini
OpenVani - PPT.pdf,OpenVani,"AI/ML, SaaS","B2B, B2C",Smita Shukla,,gemini
Openzo_Pdeck_i1.pdf,Openzo,Retail Tech,"Marketplace, B2B, B2C, D2C",Rohith Vegesna,https://linkedin.com/in/rohith-vegesna-375603293,gemini
Openzo_Pdeck_i1.pdf,Openzo,Retail Tech,"Marketplace, B2B, B2C, D2C",Tanush Agarwal,https://linkedin.com/in/tanush-agarwal-83893727a,gemini
optipro _teaser.pdf,Optipro,FoodTech,B2B,Karan Tanna,,gemini
OptM - May_25.pdf,Error - No Text,,,,,failed
OrganicKrate Deck.pdf,OrganicKrate,AgriTech,D2C,Vinay Kumar Rai,,gemini
OrganicKrate Deck.pdf,OrganicKrate,AgriTech,D2C,Vineet Kumar,,gemini
OrganicKrate Deck.pdf,OrganicKrate,AgriTech,D2C,Nishi Singh,,gemini
OrganicKrate Deck.pdf,OrganicKrate,AgriTech,D2C,Alka Rai,,gemini
OSSO_Intro_21May25.pdf,OSSO,HealthTech,B2C,Kunal Kishore Dhawan,,gemini
OSSO_Intro_21May25.pdf,OSSO,HealthTech,B2C,Avani Shukla,,gemini
OSTO - Dec_24.pdf,Error - No Text,,,,,failed
OTO - Sep24.pdf,OTO,Automotive (2W) Commerce & Finance,"B2C, B2B2C",Sumit Chhazed,,gemini
OTO - Sep24.pdf,OTO,Automotive (2W) Commerce & Finance,"B2C, B2B2C",Harsh Saruparia,,gemini
oviiDeck.pdf,Ovii,HR Tech / AI Hiring,B2B,Aditya,,gemini
oviiDeck.pdf,Ovii,HR Tech / AI Hiring,B2B,Manodyna,,gemini
oviiDeck.pdf,Ovii,HR Tech / AI Hiring,B2B,Harsha,,gemini
Ozi - Amit Sah.pdf,Error - No Text,,,,,failed
Ozi v3.pdf,Ozi,"E-commerce, Baby Essentials, Q-Commerce","D2C, Q-Commerce",Amit Sah,,gemini
Paar Autonomy - Final Deck & memo.pdf,Paar Autonomy,Robotics/AI,B2B,Vignesh Jayaraman,,gemini
Paar Autonomy - Final Deck & memo.pdf,Paar Autonomy,Robotics/AI,B2B,Lokaram Thabasu,,gemini
Paar Autonomy - Final Deck & memo.pdf,Paar Autonomy,Robotics/AI,B2B,Aditya Pal,,gemini
Paar Autonomy - Final Deck & memo.pdf,Paar Autonomy,Robotics/AI,B2B,Vijeth G,,gemini
Paar Autonomy - Final Deck & memo.pdf,Paar Autonomy,Robotics/AI,B2B,Abdul Manaf PV,,gemini
Paar Autonomy - Final Deck & memo.pdf,Paar Autonomy,Robotics/AI,B2B,Antony CM,,gemini
Paar_Seed_Pitch_Nov.pdf,Paar,Robotics/AI,B2B,Vignesh Jayaraman,,gemini
Paar_Seed_Pitch_Nov.pdf,Paar,Robotics/AI,B2B,Lokaram Thabasu,,gemini
Paar_Seed_Pitch_Nov.pdf,Paar,Robotics/AI,B2B,Aditya Pal,,gemini
Paar_Seed_Pitch_Nov.pdf,Paar,Robotics/AI,B2B,Vijeth G,,gemini
Paar_Seed_Pitch_Nov.pdf,Paar,Robotics/AI,B2B,Abdul Manaf PV,,gemini
Paar_Seed_Pitch_Nov.pdf,Paar,Robotics/AI,B2B,Antony CM,,gemini
PartyDekho Concept Note (1).pdf,PartyDekho.com,Food Service Industry,B2C,Saurabh Swaroop,,gemini
PartyDekho Concept Note (1).pdf,PartyDekho.com,Food Service Industry,B2C,Sachin Kapoor,,gemini
Patronus_Intro.pdf,Patronus Privacy OS,"FinTech, Privacy Tech",B2B,Avinash,,gemini
Patronus_Intro.pdf,Patronus Privacy OS,"FinTech, Privacy Tech",B2B,Manav,,gemini
Patronus_Intro.pdf,Patronus Privacy OS,"FinTech, Privacy Tech",B2B,Deepak,,gemini
PayDirect_Deck.pdf,PayDirect,FinTech,B2B,Vikas Dubey,,gemini
PayDirect_Deck.pdf,PayDirect,FinTech,B2B,Brijesh Kumar,,gemini
PayDirect_Deck.pdf,PayDirect,FinTech,B2B,Krutik Parmar,,gemini
PayDirect_Deck.pdf,PayDirect,FinTech,B2B,Arnab Seal,,gemini
Paytring-Pitch-Deck-6.0-Investors-Presentation 12_compressed.pdf,Error - No Text,,,,,failed
Pazy - Business Finance.pdf,Pazy,FinTech,B2B,,,gemini
Peaceful Loans - Nov_24.pdf,Error - No Text,,,,,failed
Peaceful-Loans _ FY 24-25 Business Update.pdf,Error - No Text,,,,,failed
People Crux_Deck_Jul.pdf,PeopleCrux,HR Tech,B2B SaaS,placeholder name,,gemini
Peping Fund Raise.pdf,Peping,Beverages,"D2C, Offline, Quick Commerce",Prateek Maheshwari,,gemini
Peping Fund Raise.pdf,Peping,Beverages,"D2C, Offline, Quick Commerce",Chirag Maheshwari,,gemini
Peping Fund Raise.pdf,Peping,Beverages,"D2C, Offline, Quick Commerce",Abhinav Chandra,,gemini
Peping Fund Raise.pdf,Peping,Beverages,"D2C, Offline, Quick Commerce",Joel D’Souza,,gemini
Perplexity-AI.pdf,Perplexity AI,AI/ML,"B2C, B2B",,,gemini
PerUse Pitch Deck Oct 2024 Clean (1).pdf,PerUse,"FinTech, IoT, Automotive",B2B SaaS,Mayank Premi,,gemini
PerUse Pitch Deck Oct 2024 Clean (1).pdf,PerUse,"FinTech, IoT, Automotive",B2B SaaS,Nawal Lodha,,gemini
Petmojo - Jan_25.pdf,Petmojo,Pet Care Services,D2C,Jiten Kakar,,gemini
Petmojo - Jan_25.pdf,Petmojo,Pet Care Services,D2C,Ishaan Khare,,gemini
Phot.AI - Jun_25.pdf,Error - No Text,,,,,failed
pinch-pitch-deck-v-jun25.pdf,Pinch,Lifestyle Management,B2C,Nitin,,gemini
Pitch - Tickbig Platform.pdf,TickBig,Professional Networking / HR Tech / AI,B2B / B2C,Sarathkumar Kannan,,gemini
Pitch - Tickbig Platform.pdf,TickBig,Professional Networking / HR Tech / AI,B2B / B2C,Kamakshi Gopalan,,gemini
Pitch - Tickbig Platform.pdf,TickBig,Professional Networking / HR Tech / AI,B2B / B2C,Sai Kannan,,gemini
Pitch Deck - Aerial Borne 2025_META.pdf,AerialBorne Bharat Pvt. Ltd.,Drone Services Marketplace,Marketplace,Narendra Singh,,gemini
Pitch Deck - Experiment Labs (64).pdf,Experiment Labs,EdTech,SAAS+TRANSACTION,Naman Jain,,gemini
Pitch Deck - Experiment Labs (64).pdf,Experiment Labs,EdTech,SAAS+TRANSACTION,Alok Baid,,gemini
Pitch Deck - Niwish.pdf,Niwish,FinTech,B2C,Sadaf Siddiqui,,gemini
Pitch Deck - Ride N Repair - Nov 2024.pdf,Ride N Repair,Automotive Services / AI,B2C / B2B2C,Shubham Tyagi,,gemini
Pitch Deck - Ride N Repair - Nov 2024.pdf,Ride N Repair,Automotive Services / AI,B2C / B2B2C,Lakshya Khurana,,gemini
Pitch Deck - un-app - 26-04-2025.pdf,un-app,AI/ML,B2C,Founder,,gemini
Pitch Deck ByHorse.pdf,ByHorse,Logistics,B2B,Abhilash Gond,,gemini
Pitch Deck ByHorse.pdf,ByHorse,Logistics,B2B,Ashita Saxena,,gemini
Pitch Deck ByHorse.pdf,ByHorse,Logistics,B2B,Kunal Arora,,gemini
Pitch Deck Medulance.pdf,MEDULANCE,HealthTech,B2B2C,Pranav Bajaj,,gemini
Pitch Deck Medulance.pdf,MEDULANCE,HealthTech,B2B2C,Ravjot Singh Arora,,gemini
Pitch deck Merry Health.pdf,Merry Health,HealthTech,B2B,Vedaang Prasad,,gemini
Pitch deck Merry Health.pdf,Merry Health,HealthTech,B2B,Gautam Rastogi,,gemini
Pitch Deck-HuskNPack.pdf,HUSK'N PACK SOLUTIONS PRIVATE LIMITED,Sustainable Packaging,B2B,Sahil Kumar Chaurasia,,gemini
Pitch Deck-HuskNPack.pdf,HUSK'N PACK SOLUTIONS PRIVATE LIMITED,Sustainable Packaging,B2B,Lilesh Kumar Deharia,,gemini
Pitch Deck.pdf,SarvM AI,"SaaS, AI/ML, E-commerce, AgriTech, RetailTech",B2B2C,Kashyap Deepak Prapanna,,gemini
Pitch Deck.pdf,SarvM AI,"SaaS, AI/ML, E-commerce, AgriTech, RetailTech",B2B2C,Harish Lodwal,,gemini
Pitch Deck.pdf,SarvM AI,"SaaS, AI/ML, E-commerce, AgriTech, RetailTech",B2B2C,Lalit Jain,,gemini
Pitch Deck.pdf,SarvM AI,"SaaS, AI/ML, E-commerce, AgriTech, RetailTech",B2B2C,Dhruve Chaudhuri,,gemini
Pitch Deck_Flytest.pdf,Flytest.ai,AI/ML SaaS,B2B,Founder & CEO,,gemini
Pitch Deck_Flytest.pdf,Flytest.ai,AI/ML SaaS,B2B,Co-Founder & CTO,,gemini
Pitch Deck_Flytest.pdf,Flytest.ai,AI/ML SaaS,B2B,Co-Founder & COO,,gemini
Pitch Deck_Matference Tech_CGreen_28042025.pdf,Matference Technologies India Pvt. Ltd.,FinTech,B2B,Vipr Raj Bhardwaj,,gemini
Pitch Deck_Matference Tech_CGreen_28042025.pdf,Matference Technologies India Pvt. Ltd.,FinTech,B2B,Vinay Shetty,,gemini
Pitch Deck_Matference Tech_CGreen_28042025.pdf,Matference Technologies India Pvt. Ltd.,FinTech,B2B,Nikhar Agrawal,,gemini
Pitch Deck_Matference Tech_CGreen_28042025.pdf,Matference Technologies India Pvt. Ltd.,FinTech,B2B,Makrand Manjrekar,,gemini
Pitch_Deck_-_Spunge__7M6ryg3YRV1OQHsX3cTCT.pdf,Spunge,Nutraceuticals,D2C,Saket Bhartia,,gemini
Pitch_Deck_MAY_25_LVLALPHA® .pdf,lvlAlpha Pvt. Ltd.,Wearable and Autonomous solutions for Defense and High-Risk Industries,B2B,Aditya Mishra,,gemini
Pitch_Deck_MAY_25_LVLALPHA® .pdf,lvlAlpha Pvt. Ltd.,Wearable and Autonomous solutions for Defense and High-Risk Industries,B2B,Kshama Rajpurohit,,gemini
PitchDeck 1.0 - Jouls Ecotech.pdf,EcoSpark,EV Charging,"B2B, D2C",Aman Goyal,,gemini
PitchDeck 1.0 - Jouls Ecotech.pdf,EcoSpark,EV Charging,"B2B, D2C",Chandni Gupta,,gemini
pitchdeck-SarvM_Jul25V90.pdf,SarvM AI,"AI/ML, SaaS, E-commerce","B2B, D2C",Harish Lodwal,,gemini
pitchdeck-SarvM_Jul25V90.pdf,SarvM AI,"AI/ML, SaaS, E-commerce","B2B, D2C",Dr Kashyap Deepak Dhruve,,gemini
Pitchdeck_CHTZPH Foods.pdf,CHTZPH FOODS,Consumer Foods,D2C,Shalini Shankar,,gemini
Pitchdeck_CHTZPH Foods.pdf,CHTZPH FOODS,Consumer Foods,D2C,Mary George,,gemini
PitchDeck_izDOX_Identify Trade Finance Risks_Using_AI_Platform_V2.3.pdf,izDOX,FinTech/SaaS/AI,SaaS,Rahul Bhanose,,gemini
PitchDeck_izDOX_Identify Trade Finance Risks_Using_AI_Platform_V2.3.pdf,izDOX,FinTech/SaaS/AI,SaaS,Dr. Manish Godse,,gemini
PitchDeck_izDOX_Identify Trade Finance Risks_Using_AI_Platform_V2.3.pdf,izDOX,FinTech/SaaS/AI,SaaS,Harshada Bhanose,,gemini
Pitchdeck_Nearme.pdf,NEARME,Local Marketing Technology,B2B,Suyog Gandhi,,gemini
Pitchdeck_Nearme.pdf,NEARME,Local Marketing Technology,B2B,Sahil Tamboli,,gemini
PITCHDECK_VAYY APP.pdf,Vayy,Dating and Matrimony Tech,"Subscription Model, One Time Purchases, Advertisements",Aditya Shekhar,https://www.linkedin.com/in/aditya-shekhar-90a67076/,gemini
PITCHDECK_VAYY APP.pdf,Vayy,Dating and Matrimony Tech,"Subscription Model, One Time Purchases, Advertisements",Vipasha Majithia,https://www.linkedin.com/in/vipasha-majithia/,gemini
PlayHaus Doc_250728_083915.pdf,PlayHaus,Sports-Tech,B2C,Saransh Sharma,https://www.linkedin.com/in/saransh-sharma-79778086/,gemini
PlayHaus Doc_250728_083915.pdf,PlayHaus,Sports-Tech,B2C,Ankur Jain,https://www.linkedin.com/in/ankur-jain15/,gemini
plazza (1).pdf,Plazza,InsurTech,Subscription,Aman Priyadarshi,,gemini
plazza (1).pdf,Plazza,InsurTech,Subscription,Saurav Kumar,,gemini
Plunge Pitch Deck V11.pdf,Plunge,Social Networking,B2C,Nikhil Rana,,gemini
Plunge Pitch Deck V11.pdf,Plunge,Social Networking,B2C,Chittkarsh Khatri,,gemini
Plusnode_Pitch_Deck.pdf,Plusnode Automations,"AI/ML, Computer Vision, Industrial Automation",B2B,Suman Kumar Jha,,gemini
Plusnode_Pitch_Deck.pdf,Plusnode Automations,"AI/ML, Computer Vision, Industrial Automation",B2B,Sampoorna Bharati,,gemini
plutos ONE - July 2024 (5).pdf,plutos ONE,FinTech,B2B,Rajjat Gulati,,gemini
plutos ONE - July 2024 (5).pdf,plutos ONE,FinTech,B2B,Rohit Mahajan,,gemini
Pnkk Pre-Seed Deck(300k).pdf,Pnkk,Event Management,"D2C, B2B",Ajit Sai,,gemini
Pnkk Pre-Seed Deck(300k).pdf,Pnkk,Event Management,"D2C, B2B",Vishwas Shankar,,gemini
Pnkk Pre-Seed Deck(300k).pdf,Pnkk,Event Management,"D2C, B2B",Shakthi Seshadri,,gemini
Pour & Palate Pitch Deck 30th December.pdf,Pour & Palate,Food & Beverage / Specialty Coffee,B2C / D2C (Retail Cafe & E-commerce),Devesh,,gemini
Pour & Palate Pitch Deck 30th December.pdf,Pour & Palate,Food & Beverage / Specialty Coffee,B2C / D2C (Retail Cafe & E-commerce),Pankaj,,gemini
Pracbee_Pitch Deck _April 2025.pdf,Pracbee,EdTech,B2C,Mohan Prasad Shival,,gemini
Pracbee_Pitch Deck _April 2025.pdf,Pracbee,EdTech,B2C,Gaurav Prakash,,gemini
Pracbee_Pitch Deck _April 2025.pdf,Pracbee,EdTech,B2C,Kathe,,gemini
prachand Prayash.com (1).pdf,Prachand Prayash,EdTech,B2C,Rimpi Singh,,gemini
prachand Prayash.com (1).pdf,Prachand Prayash,EdTech,B2C,Shyam Prakash Singh,,gemini
PratapIVF_Deck updated.pdf,PRATAP IVF,HealthTech,B2C,Dr. Vikram Singh Tanwar,,gemini
PratapIVF_Deck updated.pdf,PRATAP IVF,HealthTech,B2C,Dr. Suman Tanwar,,gemini
Predixion AI - Pitch deck v1.3.pdf,PREDIXION AI,FinTech,B2B,VAIBHAV GOYAL,https://www.linkedin.com/in/vaibhavgoyal/,gemini
Predixion AI - Pitch deck v1.3.pdf,PREDIXION AI,FinTech,B2B,VARUN BHALLA,https://www.linkedin.com/in/varun-bhalla-58743221/,gemini
Prexi - May_25.pdf,Error - No Text,,,,,failed
Primebook - Jan_25.pdf,Primebook,"EdTech, Hardware, SaaS","B2C, B2B, B2B2C",Chitranshu Mahant,,gemini
Primebook - Jan_25.pdf,Primebook,"EdTech, Hardware, SaaS","B2C, B2B, B2B2C",Aman Verma,,gemini
Primebook - Jan_25.pdf,Primebook,"EdTech, Hardware, SaaS","B2C, B2B, B2B2C",Umang Leekha,,gemini
PrivaSapien -  Investor Intro Presentation.pdf,PrivaSapien,"AI/ML, Responsible AI, Data Privacy",B2B,Abilash Soundararajan,,gemini
PrivaSapien -  Investor Intro Presentation.pdf,PrivaSapien,"AI/ML, Responsible AI, Data Privacy",B2B,Deepika Abilash,,gemini
PrivEzi Solutions Investment Deck 21082025.pdf,PrivEzi Solutions Pvt. Ltd.,SaaS,B2B,Ibrahim H. Khatri,,gemini
PrivEzi Solutions Investment Deck 21082025.pdf,PrivEzi Solutions Pvt. Ltd.,SaaS,B2B,Vaibhav Kanyalkar,,gemini
ProactAI_Investor_Shoplifting.pdf,ProactAI,"AI/ML, RetailTech, Security",B2B,Adarsh Jain,https://www.linkedin.com/in/adarshjain/,gemini
ProactAI_Investor_Shoplifting.pdf,ProactAI,"AI/ML, RetailTech, Security",B2B,Piyush Shandilya,https://www.linkedin.com/in/piyushshandilya/,gemini
ProactAI_Investor_Shoplifting.pdf,ProactAI,"AI/ML, RetailTech, Security",B2B,Tushar Gupta,https://www.linkedin.com/in/tushargupta/,gemini
ProactAI_Investor_Shoplifting.pdf,ProactAI,"AI/ML, RetailTech, Security",B2B,Vivek Singh,https://www.linkedin.com/in/viveksingh/,gemini
Proof of skill protocol - Jul_25.pdf,Error - No Text,,,,,failed
PropelPro_Investor_deck_19092024_pre_seed.pdf,PropelPro,Construction Technology,SaaS,Himanshu Arora,,gemini
PropelPro_Investor_deck_19092024_pre_seed.pdf,PropelPro,Construction Technology,SaaS,Kushagra Singhania,,gemini
PropFTX_Pitch Deck 1.pdf,PropFTX,PropTech,B2B2C,Rajeev Chhabra,,gemini
PropFTX_Pitch Deck 1.pdf,PropFTX,PropTech,B2B2C,Vishal Rajput,,gemini
PropFTX_Pitch Deck 1.pdf,PropFTX,PropTech,B2B2C,Varun Singhi,,gemini
Purplecop One deck .pdf,PurpleCop One,"GRC (Governance, Risk, and Compliance) / Cybersecurity",SaaS,Tausif Ahmed,,gemini
Purplecop One deck .pdf,PurpleCop One,"GRC (Governance, Risk, and Compliance) / Cybersecurity",SaaS,Syed Shahroz Ali,,gemini
Purplecop One deck .pdf,PurpleCop One,"GRC (Governance, Risk, and Compliance) / Cybersecurity",SaaS,Akshay Aggarwal,,gemini
Purplecop One deck .pdf,PurpleCop One,"GRC (Governance, Risk, and Compliance) / Cybersecurity",SaaS,Mr. Manish Chasta,,gemini
Purplecop One Investor Pres.pdf,PurpleCop One,GRC Automation,SaaS,Tausif Ahmed,,gemini
Purplecop One Investor Pres.pdf,PurpleCop One,GRC Automation,SaaS,Syed Shahroz Ali,,gemini
Purplecop One Investor Pres.pdf,PurpleCop One,GRC Automation,SaaS,Akshay Aggarwal,,gemini
PYC ai Intro Deck Sept 1_24 (1).pdf,PYC AI,GenAI IP Distribution and Authentication,B2B,Snehal Dhruve,,gemini
PYC ai Intro Deck Sept 1_24 (1).pdf,PYC AI,GenAI IP Distribution and Authentication,B2B,Krutin Shah,,gemini
PYC ai Intro Deck Sept 1_24 (1).pdf,PYC AI,GenAI IP Distribution and Authentication,B2B,Peter Ma,,gemini
PYC.ai.pdf,PYC AI,GenAI IP Distribution and Authentication,B2B,Snehal Dhruve,,gemini
PYC.ai.pdf,PYC AI,GenAI IP Distribution and Authentication,B2B,Krutin Shah,,gemini
PYC.ai.pdf,PYC AI,GenAI IP Distribution and Authentication,B2B,Peter Ma,,gemini
Qala Global Pitch Deck - Taking Indian Fashion Global_compressed.pdf,Qala,Luxury Fashion,B2B,Ashish Gupta,,gemini
Qala Global Pitch Deck - Taking Indian Fashion Global_compressed.pdf,Qala,Luxury Fashion,B2B,Prachi Agrawal,,gemini
Qala Global Pitch Deck - Taking Indian Fashion Global_compressed.pdf,Qala,Luxury Fashion,B2B,Roshan Joshi,,gemini
Qala Global Pitch Deck - Taking Indian Fashion Global_compressed.pdf,Qala,Luxury Fashion,B2B,Nikhil KA,,gemini
Qala Global Pitch Deck - Taking Indian Fashion Global_compressed.pdf,Qala,Luxury Fashion,B2B,Arush Sinhal,,gemini
Qala Global Pitch Deck - Taking Indian Fashion Global_compressed.pdf,Qala,Luxury Fashion,B2B,Trideep N. Deka,,gemini
Qala Global Pitch Deck - Taking Indian Fashion Global_compressed.pdf,Qala,Luxury Fashion,B2B,Mayank Bharti,,gemini
Qare.AI - July_25.pdf,Qare AI,HealthTech,SaaS,Aryaman Subhanshu Arya,,gemini
Qare.AI - July_25.pdf,Qare AI,HealthTech,SaaS,Harsh Pandey,,gemini
Quantace Research - One Pager.pdf,Quantace,FinTech,B2C,,,gemini
Quantace Research - Pitch Deck - Jun 2025.pdf,Quantace Research,FinTech,B2C,Karthick Jonagadla,,gemini
Quantace Research - Pitch Deck - Jun 2025.pdf,Quantace Research,FinTech,B2C,Shubhada Patil,,gemini
Quantacus Story Deck vf-mnk (1).pdf,Quantacus,"AI/ML, SaaS, E-commerce",B2B,Anand Tuli,https://www.quantacus.ai,gemini
Quantacus Story Deck vf-mnk (1).pdf,Quantacus,"AI/ML, SaaS, E-commerce",B2B,Rakesh Sarma,,gemini
Quantacus Story Deck vf-mnk (1).pdf,Quantacus,"AI/ML, SaaS, E-commerce",B2B,Pranay Jha,,gemini
Quantacus Story Deck vf-mnk (1).pdf,Quantacus,"AI/ML, SaaS, E-commerce",B2B,Vamsi Krishna,,gemini
Quantacus Story Deck vf-mnk (1).pdf,Quantacus,"AI/ML, SaaS, E-commerce",B2B,Rohit Sarma,,gemini
Quantacus Story Deck vf-mnk (1).pdf,Quantacus,"AI/ML, SaaS, E-commerce",B2B,Ashish Jha,,gemini
Quicksaas Pitch Deck .pdf,quicksaas,SaaS,B2B,Tishant,,gemini
Quicksaas Pitch Deck .pdf,quicksaas,SaaS,B2B,Sunil,,gemini
Quicksaas Pitch Deck .pdf,quicksaas,SaaS,B2B,Sanjeev Shankar,,gemini
Quicksaas Pitch Deck .pdf,quicksaas,SaaS,B2B,Rahul Gujjar,,gemini
Quicky Go - Nov24.pdf,QuickyGo,On-demand Home Services,B2C,Bhartesh Bhaskar,,gemini
Quicky Go - Nov24.pdf,QuickyGo,On-demand Home Services,B2C,Gargi Deori,,gemini
QuicReachPitchDeck.pdf,QuicReach,Ride-Sharing Platform,B2C,Shubham Jain,,gemini
QuicReachPitchDeck.pdf,QuicReach,Ride-Sharing Platform,B2C,Pulkit Pandey,,gemini
QuicReachPitchDeck.pdf,QuicReach,Ride-Sharing Platform,B2C,Aman Mishra,,gemini
QuikDox CCPS Round 1.pdf,SKN Technologies Private Limited,"FinTech, LegalTech, Estate Planning","B2B2C, D2C",Shiv Kumar Goyal,https://www.linkedin.com/in/shiv-kumar-goyal/,gemini
QuikDox CCPS Round 1.pdf,SKN Technologies Private Limited,"FinTech, LegalTech, Estate Planning","B2B2C, D2C",Ameya Dangi,https://www.linkedin.com/in/ameya-dangi-65a56a1b/,gemini
QuikDox CCPS Round 1.pdf,SKN Technologies Private Limited,"FinTech, LegalTech, Estate Planning","B2B2C, D2C",Nishant Patel,https://www.linkedin.com/in/nishant-patel-0710a82a1,gemini
Qweebi Deck 16-Apr-2025.pdf,Qweebi,EdTech,B2B SaaS,Abhishek Avana,,gemini
Qweebi Deck 16-Apr-2025.pdf,Qweebi,EdTech,B2B SaaS,Vivek Seetharaman,,gemini
Qweebi Deck 16-Apr-2025.pdf,Qweebi,EdTech,B2B SaaS,Aman Bansal,,gemini
Qweebi Deck 16-Apr-2025.pdf,Qweebi,EdTech,B2B SaaS,Vinay Shenoy,,gemini
Qwiky Pitch Deck.pdf,Qwiky,"Home Services, On-demand Services",B2C,Akshay Choudhary,,gemini
Qwiky Pitch Deck.pdf,Qwiky,"Home Services, On-demand Services",B2C,Ankit Saini,,gemini
Qwiky Pitch Deck.pdf,Qwiky,"Home Services, On-demand Services",B2C,Mohit Kothari,,gemini
